ImmunizeMe - All Pts: Patient ID,ImmunizeMe - vaccines: Patient ID,Age in years,Date of birth,First name,NHS number,Sex,Surname,Deduction date,Registration date,ImmunizeMe - vaccines: Vaccination type,Preferred telephone number,ImmunizeMe - vaccines: Event date,ImmunizeMe - vaccines: Event done at ID,Patient Count
57619789,,59,04-Jun-1965,Firstname,1234576955,Female,Surname,,15-Nov-2023,unknown,12345678,,,1
55619615,55619615,1,24-Aug-2023,Firstname,1234576955,Male,Surname,,16-Oct-2023,Bexsero 1,12345678,24-Oct-2023,E87750,1
55719422,,29,01-Aug-1995,Firstname,1234576955,Female,Surname,,17-Oct-2023,unknown,12345678,,,1
55766431,55766431,0,26-Nov-2023,Firstname,1234576955,Male,Surname,,23-Jan-2024,Rotarix 2,12345678,08-Mar-2024,E87750,1
55766431,55766431,0,26-Nov-2023,Firstname,1234576955,Male,Surname,,23-Jan-2024,Rotarix 1,12345678,06-Feb-2024,E87750,1
55681421,,38,01-Jan-1986,Firstname,1234576955,Female,Surname,,25-Sep-2023,unknown,12345678,,,1
55683281,,50,04-Jul-1974,Firstname,1234576955,Male,Surname,,25-Sep-2023,unknown,12345678,,,1
55693382,55693382,32,08-Apr-1992,Firstname,1234576955,Female,Surname,,26-Sep-2023,Td/IPV 1st Scheduled Booster,12345678,17-Nov-2015,,1
55786840,,73,08-Apr-1951,Firstname,1234576955,Female,Surname,,21-Feb-2024,unknown,12345678,,,1
56141839,,30,04-Apr-1994,Firstname,1234576955,Male,Surname,,24-Jan-2024,unknown,12345678,,,1
56128052,56128052,0,24-Jan-2024,Firstname,1234576955,Female,Surname,,08-Feb-2024,Rotarix 2,12345678,25-Apr-2024,E87750,1
56128052,56128052,0,24-Jan-2024,Firstname,1234576955,Female,Surname,,08-Feb-2024,Bexsero 1,12345678,26-Mar-2024,E87750,1
56275278,56275278,23,26-Nov-2000,Firstname,1234576955,Female,Surname,,25-Jan-2024,Measles/Mumps/Rubella 1,12345678,08-Jan-2002,,1
56275278,56275278,23,26-Nov-2000,Firstname,1234576955,Female,Surname,,25-Jan-2024,Typhoid 1,12345678,28-Apr-2015,,1
56248155,,38,01-Sep-1986,Firstname,1234576955,Female,Surname,,13-May-2024,unknown,12345678,,,1
56292730,56292730,0,26-Jan-2024,Firstname,1234576955,Male,Surname,,29-Jan-2024,Bexsero 1,12345678,02-Apr-2024,E87750,1
56179185,56179185,0,25-Nov-2023,Firstname,1234576955,Female,Surname,,13-Dec-2023,Prevenar - 13 1,12345678,23-Feb-2024,E87750,1
56179185,56179185,0,25-Nov-2023,Firstname,1234576955,Female,Surname,,13-Dec-2023,Rotarix 2,12345678,23-Feb-2024,E87750,1
56187918,56187918,9,13-Jul-2015,Firstname,1234576955,Female,Surname,,30-Oct-2023,Measles/Mumps/Rubella 1,12345678,11-Aug-2016,,1
56187918,56187918,9,13-Jul-2015,Firstname,1234576955,Female,Surname,,30-Oct-2023,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,24-Nov-2016,,1
56187920,,46,24-May-1978,Firstname,1234576955,Female,Surname,,30-Oct-2023,unknown,12345678,,,1
56343059,56343059,25,25-Nov-1998,Firstname,1234576955,Female,Surname,,29-Jan-2024,Measles/Mumps/Rubella 1,12345678,14-Feb-2001,,1
57441305,,10,10-Mar-2014,Firstname,1234576955,Male,Surname,,11-Sep-2023,unknown,12345678,,,1
57464649,57464649,4,18-Feb-2020,Firstname,1234576955,Male,Surname,,11-Oct-2023,Rotavirus - Oral 2,12345678,13-May-2020,,1
57598802,,33,24-Oct-1990,Firstname,1234576955,Female,Surname,,26-Jul-2023,unknown,12345678,,,1
57657621,,56,06-Jun-1968,Firstname,1234576955,Male,Surname,,18-Sep-2023,unknown,12345678,,,1
55619615,55619615,1,24-Aug-2023,Firstname,1234576955,Male,Surname,,16-Oct-2023,Priorix 1,12345678,30-Aug-2024,E87750,1
55619615,55619615,1,24-Aug-2023,Firstname,1234576955,Male,Surname,,16-Oct-2023,Prevenar - 13 1,12345678,28-Nov-2023,E87750,1
55619615,55619615,1,24-Aug-2023,Firstname,1234576955,Male,Surname,,16-Oct-2023,Rotarix 2,12345678,28-Nov-2023,E87750,1
55623723,55623723,32,11-Jan-1992,Firstname,1234576955,Female,Surname,,16-Oct-2023,Cell-based quadrivalent Flu/Vac/SA inj 0.5ml pfs (Seqirus UK Ltd) 1,12345678,04-Dec-2023,RQM,1
55635435,55635435,26,17-Feb-1998,Firstname,1234576955,Male,Surname,,31-Aug-2023,Measles/Mumps/Rubella 1,12345678,07-Apr-1999,,1
55635434,,26,06-Mar-1998,Firstname,1234576955,Female,Surname,,31-Aug-2023,unknown,12345678,,,1
55736687,,24,08-May-2000,Firstname,1234576955,Female,Surname,,21-Sep-2023,unknown,12345678,,,1
55645247,,55,26-Aug-1969,Firstname,1234576955,Female,Surname,,19-Oct-2023,unknown,12345678,,,1
55657034,,32,08-Mar-1992,Firstname,1234576955,Female,Surname,,07-Aug-2024,unknown,12345678,,,1
55693378,,55,22-Aug-1969,Firstname,1234576955,Male,Surname,,23-Jan-2024,unknown,12345678,,,1
55693382,55693382,32,08-Apr-1992,Firstname,1234576955,Female,Surname,,26-Sep-2023,Combined Hep A / Hep B 1,12345678,17-Nov-2015,,1
55815134,,24,05-Nov-1999,Firstname,1234576955,Male,Surname,,23-Oct-2023,unknown,12345678,,,1
56132312,56132312,0,14-Nov-2023,Firstname,1234576955,Female,Surname,,21-Nov-2023,Infanrix Hexa 3,12345678,12-Mar-2024,E87750,1
56132312,56132312,0,14-Nov-2023,Firstname,1234576955,Female,Surname,,21-Nov-2023,Infanrix Hexa 1,12345678,09-Jan-2024,E87750,1
56132312,56132312,0,14-Nov-2023,Firstname,1234576955,Female,Surname,,21-Nov-2023,Rotarix 2,12345678,13-Feb-2024,E87750,1
56145459,,27,02-Jan-1997,Firstname,1234576955,Male,Surname,,03-Sep-2024,unknown,12345678,,,1
56275272,,41,01-Jan-1983,Firstname,1234576955,Male,Surname,,25-Jan-2024,unknown,12345678,,,1
56275278,56275278,23,26-Nov-2000,Firstname,1234576955,Female,Surname,,25-Jan-2024,Yellow Fever Single,12345678,24-Mar-2015,,1
56292730,56292730,0,26-Jan-2024,Firstname,1234576955,Male,Surname,,29-Jan-2024,Infanrix Hexa 3,12345678,18-Jun-2024,E87750,1
56292730,56292730,0,26-Jan-2024,Firstname,1234576955,Male,Surname,,29-Jan-2024,Rotarix 2,12345678,21-May-2024,E87750,1
56179185,56179185,0,25-Nov-2023,Firstname,1234576955,Female,Surname,,13-Dec-2023,Rotarix 1,12345678,30-Jan-2024,E87750,1
56179185,56179185,0,25-Nov-2023,Firstname,1234576955,Female,Surname,,13-Dec-2023,Bexsero 2,12345678,05-Apr-2024,E87750,1
56187918,56187918,9,13-Jul-2015,Firstname,1234576955,Female,Surname,,30-Oct-2023,Prevenar - 13 3,12345678,24-Nov-2016,,1
56187918,56187918,9,13-Jul-2015,Firstname,1234576955,Female,Surname,,30-Oct-2023,Rotarix 2,12345678,17-Nov-2015,,1
55877166,55877166,2,29-Apr-2022,Firstname,1234576955,Male,Surname,,30-Nov-2023,DTaP/IPV/Hib/HepB 2,12345678,16-Jun-2022,E87750,1
55858908,,26,26-Mar-1998,Firstname,1234576955,Female,Surname,,07-Nov-2023,unknown,12345678,,,1
55892186,55892186,0,31-May-2024,Firstname,1234576955,Male,Surname,,19-Jun-2024,Bexsero 1,12345678,29-Jul-2024,E87750,1
55893171,,38,01-Oct-1985,Firstname,1234576955,Female,Surname,,08-Nov-2023,unknown,12345678,,,1
55973764,55973764,0,03-Dec-2023,Firstname,1234576955,Female,Surname,,21-Feb-2024,BCG 1,12345678,08-Jan-2024,5.56E+11,1
56009052,56009052,5,13-Jun-2019,Firstname,1234576955,Male,Surname,,01-Mar-2024,BCG 1,12345678,18-Oct-2019,,1
55997526,,38,26-Nov-1985,Firstname,1234576955,Female,Surname,,01-Mar-2024,unknown,12345678,,,1
55946155,55946155,0,09-Oct-2023,Firstname,1234576955,Male,Surname,,30-Jan-2024,Infanrix Hexa 3,12345678,07-Mar-2024,E87750,1
55946155,55946155,0,09-Oct-2023,Firstname,1234576955,Male,Surname,,30-Jan-2024,Rotarix 2,12345678,08-Feb-2024,E87750,1
55946155,55946155,0,09-Oct-2023,Firstname,1234576955,Male,Surname,,30-Jan-2024,Bexsero 2,12345678,02-May-2024,E87750,1
56034655,56034655,0,08-Jan-2024,Firstname,1234576955,Female,Surname,,05-Feb-2024,Prevenar - 13 1,12345678,14-May-2024,E87750,1
56034654,,26,31-Jul-1998,Firstname,1234576955,Female,Surname,,05-Feb-2024,unknown,12345678,,,1
56096922,56096922,26,29-May-1998,Firstname,1234576955,Female,Surname,,06-Mar-2024,Hepatitis A 1,12345678,23-Jun-2015,,1
56498627,56498627,0,08-Mar-2024,Firstname,1234576955,Male,Surname,,04-Jun-2024,Infanrix Hexa 2,12345678,18-Jun-2024,E87750,1
56481571,56481571,0,25-Dec-2023,Firstname,1234576955,Female,Surname,,15-Jan-2024,Rotarix 1,12345678,20-Feb-2024,E87750,1
57689769,,23,14-Oct-2000,Firstname,1234576955,Female,Surname,,04-Jun-2024,unknown,12345678,,,1
57743851,,10,07-Dec-2013,Firstname,1234576955,Female,Surname,,18-Mar-2024,unknown,12345678,,,1
57788307,,29,27-Sep-1994,Firstname,1234576955,Male,Surname,,08-Apr-2024,unknown,12345678,,,1
58392979,,50,04-Feb-1974,Firstname,1234576955,Male,Surname,,19-Apr-2024,unknown,12345678,,,1
58394190,58394190,0,19-Apr-2024,Firstname,1234576955,Female,Surname,,01-May-2024,Bexsero 1,12345678,14-Jun-2024,E87750,1
58100817,58100817,4,12-Oct-2019,Firstname,1234576955,Male,Surname,,24-Jun-2024,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,10-Dec-2019,,1
55877167,55877167,5,29-Nov-2018,Firstname,1234576955,Male,Surname,,30-Nov-2023,Meningitis B 1,12345678,13-Mar-2019,E87750,1
55877166,55877166,2,29-Apr-2022,Firstname,1234576955,Male,Surname,,30-Nov-2023,Rotarix 2,12345678,15-Dec-2022,E87750,1
55877166,55877166,2,29-Apr-2022,Firstname,1234576955,Male,Surname,,30-Nov-2023,Rotarix 1,12345678,16-Jun-2022,E87750,1
56009049,,42,13-Jun-1982,Firstname,1234576955,Male,Surname,,01-Mar-2024,unknown,12345678,,,1
56026934,,35,29-Aug-1989,Firstname,1234576955,Male,Surname,,17-Jun-2024,unknown,12345678,,,1
55946155,55946155,0,09-Oct-2023,Firstname,1234576955,Male,Surname,,30-Jan-2024,Rotarix 1,12345678,28-Dec-2023,,1
56034655,56034655,0,08-Jan-2024,Firstname,1234576955,Female,Surname,,05-Feb-2024,Infanrix Hexa 1,12345678,12-Apr-2024,E87750,1
56034655,56034655,0,08-Jan-2024,Firstname,1234576955,Female,Surname,,05-Feb-2024,Rotarix 2,12345678,14-May-2024,E87750,1
56096922,56096922,26,29-May-1998,Firstname,1234576955,Female,Surname,,06-Mar-2024,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,23-Jul-2002,,1
56096922,56096922,26,29-May-1998,Firstname,1234576955,Female,Surname,,06-Mar-2024,Human Papillomavirus 2,12345678,14-Dec-2010,,1
56503208,,28,05-Sep-1995,Firstname,1234576955,Female,Surname,,15-Mar-2024,unknown,12345678,,,1
56433383,,39,20-Feb-1985,Firstname,1234576955,Female,Surname,,04-Jun-2024,unknown,12345678,,,1
56452841,,25,27-Mar-1999,Firstname,1234576955,Male,Surname,,11-Mar-2024,unknown,12345678,,,1
56456026,,43,05-Nov-1980,Firstname,1234576955,Female,Surname,,15-Feb-2024,unknown,12345678,,,1
56457694,,23,18-Dec-2000,Firstname,1234576955,Female,Surname,,03-Apr-2024,unknown,12345678,,,1
56481571,56481571,0,25-Dec-2023,Firstname,1234576955,Female,Surname,,15-Jan-2024,Infanrix Hexa 2,12345678,22-Mar-2024,E87750,1
57717154,57717154,26,08-Dec-1997,Firstname,1234576955,Male,Surname,,08-Jul-2024,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,18-Apr-2002,,1
57777643,,34,05-Jun-1990,Firstname,1234576955,Male,Surname,,12-Jan-2024,unknown,12345678,,,1
57757065,,25,26-Mar-1999,Firstname,1234576955,Female,Surname,,08-Apr-2024,unknown,12345678,,,1
57905431,,27,11-Aug-1997,Firstname,1234576955,Female,Surname,,20-Mar-2024,unknown,12345678,,,1
57898473,,12,21-Sep-2011,Firstname,1234576955,Male,Surname,,18-Jan-2024,unknown,12345678,,,1
58388591,,22,30-Oct-2001,Firstname,1234576955,Male,Surname,,15-Apr-2024,unknown,12345678,,,1
58277632,58277632,28,08-Jun-1996,Firstname,1234576955,Female,Surname,,16-Apr-2024,Revaxis Booster,12345678,19-Apr-2024,E87750,1
58443543,,43,16-Dec-1980,Firstname,1234576955,Female,Surname,,23-Apr-2024,unknown,12345678,,,1
58100817,58100817,4,12-Oct-2019,Firstname,1234576955,Male,Surname,,24-Jun-2024,DTaP/IPV Booster,12345678,09-Oct-2023,,1
58100817,58100817,4,12-Oct-2019,Firstname,1234576955,Male,Surname,,24-Jun-2024,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,21-Dec-2020,,1
58100817,58100817,4,12-Oct-2019,Firstname,1234576955,Male,Surname,,24-Jun-2024,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,27-Feb-2020,,1
58086534,58086534,0,19-May-2024,Firstname,1234576955,Female,Surname,,11-Jun-2024,Infanrix Hexa 2,12345678,13-Aug-2024,E87750,1
58086534,58086534,0,19-May-2024,Firstname,1234576955,Female,Surname,,11-Jun-2024,Bexsero 1,12345678,16-Jul-2024,E87750,1
58037299,58037299,0,23-May-2024,Firstname,1234576955,Female,Surname,,04-Jun-2024,Infanrix Hexa 2,12345678,15-Aug-2024,E87750,1
58056050,,2,24-Sep-2021,Firstname,1234576955,Male,Surname,,16-Jul-2024,unknown,12345678,,,1
58190662,58190662,30,16-Apr-1994,Firstname,1234576955,Female,Surname,,17-Jul-2024,Human Papillomavirus 2,12345678,13-Jul-2009,,1
58473047,58473047,33,08-Apr-1991,Firstname,1234576955,Female,Surname,,22-Jun-2024,Measles/Mumps/Rubella 1,12345678,22-Sep-1998,,1
58496506,,29,01-Jun-1995,Firstname,1234576955,Male,Surname,,24-Jun-2024,unknown,12345678,,,1
58513412,,34,17-Nov-1989,Firstname,1234576955,Female,Surname,,26-Jun-2024,unknown,12345678,,,1
58604756,,33,24-Nov-1990,Firstname,1234576955,Female,Surname,,22-Jul-2024,unknown,12345678,,,1
63102706,63102706,1,14-Jan-2023,Firstname,1234576955,Male,Surname,,21-Aug-2024,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,05-Aug-2024,,1
63034628,63034628,23,17-Apr-2001,Firstname,1234576955,Male,Surname,,27-Aug-2024,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,25-May-2005,,1
55658361,,26,14-Aug-1998,Firstname,1234576955,Female,Surname,,26-Feb-2024,unknown,12345678,,,1
55693382,55693382,32,08-Apr-1992,Firstname,1234576955,Female,Surname,,26-Sep-2023,Typhoid 1,12345678,24-Nov-2015,,1
56132312,56132312,0,14-Nov-2023,Firstname,1234576955,Female,Surname,,21-Nov-2023,Infanrix Hexa 2,12345678,13-Feb-2024,E87750,1
56128052,56128052,0,24-Jan-2024,Firstname,1234576955,Female,Surname,,08-Feb-2024,BCG 1,12345678,16-Feb-2024,,1
56128052,56128052,0,24-Jan-2024,Firstname,1234576955,Female,Surname,,08-Feb-2024,Infanrix Hexa 2,12345678,25-Apr-2024,E87750,1
56128052,56128052,0,24-Jan-2024,Firstname,1234576955,Female,Surname,,08-Feb-2024,Infanrix Hexa 1,12345678,26-Mar-2024,E87750,1
56273476,,19,05-Jan-2005,Firstname,1234576955,Female,Surname,,25-Mar-2024,unknown,12345678,,,1
56275278,56275278,23,26-Nov-2000,Firstname,1234576955,Female,Surname,,25-Jan-2024,Hepatitis A 1,12345678,23-Feb-2015,,1
56275278,56275278,23,26-Nov-2000,Firstname,1234576955,Female,Surname,,25-Jan-2024,dTaP/IPV 1st Scheduled Booster,12345678,09-Jun-2005,,1
56292730,56292730,0,26-Jan-2024,Firstname,1234576955,Male,Surname,,29-Jan-2024,Infanrix Hexa 2,12345678,21-May-2024,E87750,1
56292730,56292730,0,26-Jan-2024,Firstname,1234576955,Male,Surname,,29-Jan-2024,Rotarix 1,12345678,02-Apr-2024,E87750,1
56179185,56179185,0,25-Nov-2023,Firstname,1234576955,Female,Surname,,13-Dec-2023,Bexsero 1,12345678,30-Jan-2024,E87750,1
56192570,,21,04-Sep-2003,Firstname,1234576955,Female,Surname,,27-Nov-2023,unknown,12345678,,,1
56185009,,21,27-Jun-2003,Firstname,1234576955,Female,Surname,,27-Nov-2023,unknown,12345678,,,1
56229336,,27,09-Apr-1997,Firstname,1234576955,Female,Surname,,01-Nov-2023,unknown,12345678,,,1
56306342,,23,09-Apr-2001,Firstname,1234576955,Female,Surname,,08-Feb-2024,unknown,12345678,,,1
56303089,,24,19-Jan-2000,Firstname,1234576955,Female,Surname,,01-Nov-2023,unknown,12345678,,,1
56319079,,29,03-Aug-1995,Firstname,1234576955,Male,Surname,,02-Nov-2023,unknown,12345678,,,1
56319078,,30,17-Aug-1994,Firstname,1234576955,Female,Surname,,02-Nov-2023,unknown,12345678,,,1
55877167,55877167,5,29-Nov-2018,Firstname,1234576955,Male,Surname,,30-Nov-2023,Prevenar - 13 2,12345678,17-Apr-2019,E87750,1
55877166,55877166,2,29-Apr-2022,Firstname,1234576955,Male,Surname,,30-Nov-2023,Prevenar - 13 3,12345678,15-Dec-2022,E87750,1
55877166,55877166,2,29-Apr-2022,Firstname,1234576955,Male,Surname,,30-Nov-2023,Prevenar - 13 2,12345678,15-Dec-2022,E87750,1
55877166,55877166,2,29-Apr-2022,Firstname,1234576955,Male,Surname,,30-Nov-2023,DTaP/IPV/Hib 1,12345678,10-Sep-2022,E87750,1
55877166,55877166,2,29-Apr-2022,Firstname,1234576955,Male,Surname,,30-Nov-2023,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,16-Jun-2022,E87750,1
55877166,55877166,2,29-Apr-2022,Firstname,1234576955,Male,Surname,,30-Nov-2023,Hepatitis B 10 mcg/ml 1,12345678,30-Apr-2022,E87750,1
55892186,55892186,0,31-May-2024,Firstname,1234576955,Male,Surname,,19-Jun-2024,Prevenar - 13 1,12345678,04-Sep-2024,E87750,1
55892186,55892186,0,31-May-2024,Firstname,1234576955,Male,Surname,,19-Jun-2024,Rotarix 1,12345678,29-Jul-2024,E87750,1
56009052,56009052,5,13-Jun-2019,Firstname,1234576955,Male,Surname,,01-Mar-2024,Priorix 1st Scheduled Booster,12345678,26-Mar-2024,E87750,1
56009052,56009052,5,13-Jun-2019,Firstname,1234576955,Male,Surname,,01-Mar-2024,DTaP/IPV/Hib/HepB 2,12345678,21-Nov-2019,,1
56009052,56009052,5,13-Jun-2019,Firstname,1234576955,Male,Surname,,01-Mar-2024,Prevenar - 13 2,12345678,27-Dec-2019,,1
56009052,56009052,5,13-Jun-2019,Firstname,1234576955,Male,Surname,,01-Mar-2024,"Meningococcal conjugate A,C, W135 + Y 1",12345678,10-Jul-2020,,1
56009052,56009052,5,13-Jun-2019,Firstname,1234576955,Male,Surname,,01-Mar-2024,Boostrix-IPV 1st Scheduled Booster,12345678,26-Mar-2024,E87750,1
56009052,56009052,5,13-Jun-2019,Firstname,1234576955,Male,Surname,,01-Mar-2024,Rotavirus - Oral 2,12345678,27-Dec-2019,,1
56034655,56034655,0,08-Jan-2024,Firstname,1234576955,Female,Surname,,05-Feb-2024,Rotarix 1,12345678,12-Apr-2024,E87750,1
56096922,56096922,26,29-May-1998,Firstname,1234576955,Female,Surname,,06-Mar-2024,Hepatitis A Booster,12345678,15-Feb-2016,,1
56417739,,29,24-Jul-1995,Firstname,1234576955,Female,Surname,,15-Dec-2023,unknown,12345678,,,1
56503206,,34,20-Jan-1990,Firstname,1234576955,Male,Surname,,15-Mar-2024,unknown,12345678,,,1
56498627,56498627,0,08-Mar-2024,Firstname,1234576955,Male,Surname,,04-Jun-2024,Rotarix 2,12345678,18-Jun-2024,E87750,1
56498627,56498627,0,08-Mar-2024,Firstname,1234576955,Male,Surname,,04-Jun-2024,Rotarix 1,12345678,09-May-2024,E82638,1
56449367,,27,07-Apr-1997,Firstname,1234576955,Male,Surname,,11-Mar-2024,unknown,12345678,,,1
56458963,,19,31-Mar-2005,Firstname,1234576955,Male,Surname,,22-Dec-2023,unknown,12345678,,,1
56481571,56481571,0,25-Dec-2023,Firstname,1234576955,Female,Surname,,15-Jan-2024,BCG 1,12345678,26-Jan-2024,,1
56481571,56481571,0,25-Dec-2023,Firstname,1234576955,Female,Surname,,15-Jan-2024,Bexsero 2,12345678,18-Apr-2024,E87750,1
56571670,,25,14-May-1999,Firstname,1234576955,Female,Surname,,12-Mar-2024,unknown,12345678,,,1
57689779,,29,27-May-1995,Firstname,1234576955,Male,Surname,,04-Jun-2024,unknown,12345678,,,1
57690117,,37,30-Aug-1987,Firstname,1234576955,Female,Surname,,20-Feb-2024,unknown,12345678,,,1
57777642,,25,31-Mar-1999,Firstname,1234576955,Female,Surname,,12-Jan-2024,unknown,12345678,,,1
57924274,,29,25-Aug-1995,Firstname,1234576955,Female,Surname,,09-Apr-2024,unknown,12345678,,,1
58345082,,31,18-Feb-1993,Firstname,1234576955,Female,Surname,,09-May-2024,unknown,12345678,,,1
57717154,57717154,26,08-Dec-1997,Firstname,1234576955,Male,Surname,,08-Jul-2024,Td/IPV 1,12345678,13-Mar-2012,,1
57845658,,25,09-Mar-1999,Firstname,1234576955,Female,Surname,,08-Jan-2024,unknown,12345678,,,1
57743849,,20,12-Sep-2003,Firstname,1234576955,Male,Surname,,18-Mar-2024,unknown,12345678,,,1
57898475,,42,17-May-1982,Firstname,1234576955,Female,Surname,,18-Jan-2024,unknown,12345678,,,1
57924275,,29,10-Dec-1994,Firstname,1234576955,Female,Surname,,09-Apr-2024,unknown,12345678,,,1
58349617,,33,17-May-1991,Firstname,1234576955,Female,Surname,,10-May-2024,unknown,12345678,,,1
58394190,58394190,0,19-Apr-2024,Firstname,1234576955,Female,Surname,,01-May-2024,Infanrix Hexa 2,12345678,12-Jul-2024,E87750,1
58442205,,27,10-Sep-1996,Firstname,1234576955,Female,Surname,,23-Apr-2024,unknown,12345678,,,1
57971313,,39,07-Apr-1985,Firstname,1234576955,Male,Surname,,11-Jun-2024,unknown,12345678,,,1
57994335,,17,19-Dec-2006,Firstname,1234576955,Male,Surname,,12-Jul-2024,unknown,12345678,,,1
58100817,58100817,4,12-Oct-2019,Firstname,1234576955,Male,Surname,,24-Jun-2024,Measles/Mumps/Rubella 1,12345678,04-Jan-2021,,1
58100817,58100817,4,12-Oct-2019,Firstname,1234576955,Male,Surname,,24-Jun-2024,BCG 1,12345678,31-Jan-2020,,1
58100817,58100817,4,12-Oct-2019,Firstname,1234576955,Male,Surname,,24-Jun-2024,Meningitis B 2,12345678,27-Feb-2020,,1
58087908,,24,09-May-2000,Firstname,1234576955,Female,Surname,,21-May-2024,unknown,12345678,,,1
58134465,58134465,30,03-Dec-1993,Firstname,1234576955,Male,Surname,,16-Jul-2024,Measles/Mumps/Rubella 1,12345678,18-Jan-1995,,1
58190662,58190662,30,16-Apr-1994,Firstname,1234576955,Female,Surname,,17-Jul-2024,Typhoid 1,12345678,23-Aug-2021,,1
58190662,58190662,30,16-Apr-1994,Firstname,1234576955,Female,Surname,,17-Jul-2024,Combined Hep A / Hep B 3,12345678,04-Aug-2011,,1
58190662,58190662,30,16-Apr-1994,Firstname,1234576955,Female,Surname,,17-Jul-2024,Typhoid Single,12345678,26-Jan-2011,,1
63061819,,25,24-Nov-1998,Firstname,1234576955,Female,Surname,,19-Aug-2024,unknown,12345678,,,1
63102706,63102706,1,14-Jan-2023,Firstname,1234576955,Male,Surname,,21-Aug-2024,Prevenar - 13 1,12345678,01-Jun-2023,,1
63102706,63102706,1,14-Jan-2023,Firstname,1234576955,Male,Surname,,21-Aug-2024,Rotavirus - Oral 1,12345678,30-Mar-2023,,1
63457461,63457461,24,20-Feb-2000,Firstname,1234576955,Male,Surname,,04-Sep-2024,Rabies Vaccine 1,12345678,17-Jun-2019,,1
63457461,63457461,24,20-Feb-2000,Firstname,1234576955,Male,Surname,,04-Sep-2024,Typhoid 1,12345678,01-Jul-2019,,1
58118028,,37,29-Jun-1987,Firstname,1234576955,Female,Surname,,13-Jul-2024,unknown,12345678,,,1
58136582,,43,09-Nov-1980,Firstname,1234576955,Female,Surname,,16-Jul-2024,unknown,12345678,,,1
58179075,58179075,0,29-May-2024,Firstname,1234576955,Female,Surname,,07-Jun-2024,Infanrix Hexa 2,12345678,23-Aug-2024,E87750,1
58179075,58179075,0,29-May-2024,Firstname,1234576955,Female,Surname,,07-Jun-2024,Bexsero 1,12345678,26-Jul-2024,E87750,1
58190662,58190662,30,16-Apr-1994,Firstname,1234576955,Female,Surname,,17-Jul-2024,Human Papillomavirus 1,12345678,06-Jul-2009,,1
58493240,58493240,21,16-Oct-2002,Firstname,1234576955,Male,Surname,,19-Jul-2024,Hepatitis A 1,12345678,08-Dec-2006,,1
58481519,58481519,30,14-Jun-1994,Firstname,1234576955,Male,Surname,,19-Jul-2024,Typhoid 1,12345678,25-Sep-2012,,1
58481519,58481519,30,14-Jun-1994,Firstname,1234576955,Male,Surname,,19-Jul-2024,Hepatitis A Booster,12345678,18-Nov-2003,,1
58481519,58481519,30,14-Jun-1994,Firstname,1234576955,Male,Surname,,19-Jul-2024,Hepatitis A + Typhoid 1,12345678,22-Dec-2000,,1
58519995,,43,01-Jan-1981,Firstname,1234576955,Female,Surname,,19-Jul-2024,unknown,12345678,,,1
58592467,,0,20-Jul-2024,Firstname,1234576955,Female,Surname,,01-Aug-2024,unknown,12345678,,,1
58625779,,0,12-Aug-2024,Firstname,1234576955,Female,Surname,,27-Aug-2024,unknown,12345678,,,1
62954198,,0,15-Aug-2024,Firstname,1234576955,Female,Surname,,31-Aug-2024,unknown,12345678,,,1
63097327,,32,14-Jul-1992,Firstname,1234576955,Female,Surname,,21-Aug-2024,unknown,12345678,,,1
63102706,63102706,1,14-Jan-2023,Firstname,1234576955,Male,Surname,,21-Aug-2024,Prevenar - 13 2,12345678,01-Aug-2023,,1
63152562,,21,05-Nov-2002,Firstname,1234576955,Female,Surname,,29-Aug-2024,unknown,12345678,,,1
62894811,62894811,1,26-Mar-2023,Firstname,1234576955,Male,Surname,,04-Apr-2023,Rotarix 2,12345678,06-Jul-2023,E87750,1
62894811,62894811,1,26-Mar-2023,Firstname,1234576955,Male,Surname,,04-Apr-2023,Rotarix 1,12345678,08-Jun-2023,E87750,1
62873652,,29,15-Jul-1995,Firstname,1234576955,Female,Surname,,19-May-2023,unknown,12345678,,,1
62904084,62904084,29,13-May-1995,Firstname,1234576955,Male,Surname,,30-Nov-2022,MMRvaxPRO 1,12345678,09-Dec-2022,E87750,1
54575470,54575470,1,02-Dec-2022,Firstname,1234576955,Female,Surname,,04-Jun-2024,Bexsero 3,12345678,15-Apr-2024,E82638,1
54586478,54586478,6,24-Aug-2018,Firstname,1234576955,Male,Surname,,02-Dec-2022,DTaP/IPV/Hib/HepB 3,12345678,02-Aug-2019,,1
54586478,54586478,6,24-Aug-2018,Firstname,1234576955,Male,Surname,,02-Dec-2022,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,12-Nov-2018,,1
54726633,54726633,1,13-Nov-2022,Firstname,1234576955,Female,Surname,,18-Mar-2024,Menitorix 1st Scheduled Booster,12345678,13-Nov-2023,E87750,1
